Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SRR30861169	SRR30861170	SRR30861171	SRR30861166	SRR30861167	SRR30861168	external_gene_name	gene_biotype
ENSG00000105819	589.095006	0.097114562	0.273736167	0.354774319	0.722758669	0.91289271	687.6215791	539.2428454	602.8262615	406.8257922	691.5489366	606.5046212	PMPCB	protein_coding
ENSG00000105821	761.0063802	-0.308261531	0.257249432	-1.198298196	0.230800949	0.521776896	684.7202222	874.1151146	949.717457	488.1909507	781.5450311	787.7495058	DNAJC2	protein_coding
ENSG00000105825	14.67280681	-4.318521837	1.242526412	-3.475597616	0.000509716	0.005053051	25.62865239	36.1136761	24.19045993	0	0.473663655	1.630388767	TFPI2	protein_coding
ENSG00000105829	151.1061586	0.890383012	0.402575115	2.211718957	0.02698609	0.121148208	123.7912266	91.92572098	121.4361089	162.7303169	214.0959722	192.6576059	BET1	protein_coding
ENSG00000105835	1947.281074	1.632217949	0.218581483	7.467320319	8.18E-14	4.11E-12	961.3162442	824.8691927	1091.473552	2644.367649	3117.180515	3044.47929	NAMPT	protein_coding
ENSG00000105849	416.8378379	-0.016815017	0.319819004	-0.052576665	0.95806921	0.990965212	455.0294697	360.3159956	511.386323	244.0954753	449.5068088	480.6929547	POLR1F	protein_coding
ENSG00000105852	149.4245735	4.520781642	0.454806746	9.940005692	2.79E-23	2.60E-21	15.95746281	15.59454195	10.64380237	244.0954753	306.4603849	303.7957735	PON3	protein_coding
ENSG00000105854	1907.095587	1.151090078	0.255209814	4.510367605	6.47E-06	0.0001135	1474.372851	1022.673646	1344.505763	1667.985748	2986.92301	2946.112501	PON2	protein_coding
ENSG00000105855	30.40147858	-4.577755542	0.900758299	-5.082113091	3.73E-07	8.29E-06	56.57645904	46.78362585	74.50661659	0	2.368318276	2.173851689	ITGB8	protein_coding
ENSG00000105856	350.4135278	0.386321718	0.302751857	1.276034182	0.201943436	0.482308953	358.8011334	292.1924702	323.6683539	284.7780546	432.4549172	410.5862377	HBP1	protein_coding
ENSG00000105865	83.8616332	0.869199499	0.589402454	1.474713063	0.140289703	0.385192438	71.56680289	57.45357561	79.34470858	0	143.9937512	150.8109609	DUS4L	protein_coding
ENSG00000105866	391.808733	-0.335480768	0.301629103	-1.112229439	0.266039513	0.569857027	440.5226853	410.3826829	499.7749022	244.0954753	366.1420055	389.9346467	SP4	protein_coding
ENSG00000105875	128.1581374	0.213759071	0.421893107	0.506666423	0.612388894	0.857742259	115.087156	114.9071512	115.6303985	162.7303169	119.8369048	140.7568969	WDR91	protein_coding
ENSG00000105877	6.181310555	1.188841178	1.695917607	0.701001731	0.483301935	0.777077856	5.319154269	7.386888293	1.935236795	0	9.94693676	12.49964721	DNAH11	protein_coding
ENSG00000105879	663.3442261	0.221742897	0.263329618	0.842073514	0.399746805	0.711417328	700.1941256	553.1958566	681.6871609	528.8735299	744.1256024	771.989081	CBLL1	protein_coding
ENSG00000105887	3422.55408	0.124386909	0.199884056	0.622295302	0.53374771	0.809203694	3769.346139	2976.915982	3449.559586	3010.510862	3641.052518	3687.93939	MTPN	protein_coding
ENSG00000105889	122.0074493	-0.691038528	0.431338385	-1.602079834	0.109137957	0.328376918	146.0349627	164.9738385	145.1427596	81.36515844	94.25906739	100.2689092	STEAP1B	protein_coding
ENSG00000105926	873.7415989	-0.752782542	0.269232941	-2.796026887	0.00517351	0.034091685	1123.30867	1072.740333	1206.620141	366.143213	731.8103473	741.8268888	PALS2	protein_coding
ENSG00000105928	28.68641722	-2.77363137	1.03000854	-2.692823663	0.007084973	0.043846357	38.20119884	36.1136761	47.89711067	40.68257922	3.789309242	5.434629222	GSDME	protein_coding
ENSG00000105939	1510.600244	0.308698091	0.211357061	1.460552533	0.144138281	0.392041091	1259.188883	1325.536066	1433.526656	1545.93801	1675.822012	1823.589836	ZC3HAV1	protein_coding
ENSG00000105948	209.4630424	-0.018009806	0.350088348	-0.051443602	0.958972041	0.991089055	253.8687265	203.5498107	213.8436658	162.7303169	214.0959722	208.6897621	IFT56	protein_coding
ENSG00000105953	1955.812233	-0.772745794	0.20239394	-3.818028312	0.000134522	0.0016519	2530.466753	2376.9365	2500.809748	1505.255431	1392.097483	1429.307485	OGDH	protein_coding
ENSG00000105963	10.8194076	-2.099284604	1.306201614	-1.607167363	0.108017659	0.326394901	15.47390333	21.33989951	19.35236795	0	3.315645587	5.434629222	ADAP1	protein_coding
ENSG00000105968	2526.710176	-0.671578132	0.198736794	-3.379234009	0.000726881	0.006858128	3120.892877	3300.297536	2921.239941	1871.398644	1963.335851	1983.096203	H2AZ2	protein_coding
ENSG00000105971	1815.041711	0.161172931	0.229738058	0.701550854	0.48295931	0.776726899	1622.825611	1626.756955	1921.206328	1423.890273	2179.326478	2116.244619	CAV2	protein_coding
ENSG00000105974	5349.236805	-0.613058328	0.201793288	-3.038051138	0.002381135	0.018155074	6850.103579	5737.149907	7100.867609	3580.066972	4473.27956	4353.953201	CAV1	protein_coding
ENSG00000105976	3349.039399	1.8200453	0.206518251	8.812999797	1.22E-18	8.47E-17	1730.659375	1346.0552	1604.795112	4312.353398	5497.814046	5602.559265	MET	protein_coding
ENSG00000105982	49.3777381	0.280657317	0.631257367	0.444600462	0.656608514	0.88088517	52.22442373	45.96286049	44.51044628	40.68257922	56.36597497	56.52014391	RNF32	protein_coding
ENSG00000105983	1302.881426	0.104267056	0.239544877	0.435271491	0.663365376	0.883880108	1472.438613	1080.127221	1408.852386	1017.064481	1406.781056	1432.0248	LMBR1	protein_coding
ENSG00000105991	104.21782	0.041883021	0.476800027	0.087841901	0.930002334	0.981691449	84.13934934	103.4164361	89.98851095	162.7303169	90.46975815	94.56254847	HOXA1	protein_coding
ENSG00000105993	3042.90266	-0.871747545	0.197549862	-4.412797528	1.02E-05	0.000171972	3634.433044	4312.301232	3768.389848	2034.128961	2257.954644	2250.208229	DNAJB6	protein_coding
ENSG00000105996	28.84731039	-0.282372617	0.88073421	-0.32061048	0.748505595	0.922699599	52.70798321	22.98143024	40.15616349	0	24.63051007	32.60777533	HOXA2	protein_coding
ENSG00000105997	233.8469491	-1.216890192	0.35873143	-3.392204001	0.000693328	0.00657966	313.3465424	325.0230849	370.5978462	81.36515844	158.6773245	154.0717385	HOXA3	protein_coding
ENSG00000106003	156.7191657	-0.730426306	0.475053906	-1.537565101	0.124154986	0.355122982	177.9498883	176.4645537	166.9141735	244.0954753	78.15450311	96.73640016	LFNG	protein_coding
ENSG00000106004	29.95961249	0.400072349	0.797910155	0.501400247	0.616089466	0.859491337	33.84916353	25.44372634	20.80379554	40.68257922	31.26180124	27.71660903	HOXA5	protein_coding
ENSG00000106006	11.34083495	-0.378050843	1.283280509	-0.294597199	0.768301602	0.928350612	15.47390333	18.87760341	10.15999317	0	9.94693676	13.58657306	HOXA6	protein_coding
ENSG00000106009	467.3664357	-1.432080929	0.353535203	-4.050744927	5.11E-05	0.000711565	603.9657892	728.0188795	571.3786636	488.1909507	201.7807171	210.8636138	BRAT1	protein_coding
ENSG00000106012	640.7867172	-2.21463576	0.266158294	-8.320746734	8.74E-17	5.55E-15	980.1750639	1108.033244	1104.052591	162.7303169	241.0948005	248.6342869	IQCE	protein_coding
ENSG00000106013	5.886060518	0.580649081	1.697693854	0.342022255	0.732334144	0.916043346	8.704070622	3.283061463	7.25713798	0	7.104954828	8.967138217	ANKRD7	protein_coding
ENSG00000106025	8.694507827	1.335145548	1.458251559	0.915579716	0.359887374	0.673473986	4.83559479	9.028419025	3.386664391	0	17.52555524	17.39081351	TSPAN12	protein_coding
ENSG00000106028	1189.048485	0.05151722	0.225738735	0.228216129	0.819478223	0.947644901	1018.376263	1302.554636	1096.795453	1220.477377	1337.152499	1158.934682	SSBP1	protein_coding
ENSG00000106031	21.3803123	-4.62778487	1.088440737	-4.251756399	2.12E-05	0.000329779	54.15866165	32.83061463	39.18854509	0	0.473663655	1.630388767	HOXA13	protein_coding
ENSG00000106034	109.7094394	5.739724542	0.605774071	9.475025124	2.67E-21	2.21E-19	4.83559479	3.283061463	5.321901185	122.0477377	269.5146198	253.2537218	CPED1	protein_coding
ENSG00000106049	391.1814147	0.188209501	0.294381012	0.639339813	0.522601894	0.80276469	379.594191	361.136761	330.4416827	528.8735299	383.1938971	363.8484264	HIBADH	protein_coding
ENSG00000106052	1637.115481	-0.386952975	0.213150266	-1.815399916	0.069462474	0.24266352	1597.680519	1932.902437	1964.265347	1220.477377	1538.933216	1568.433994	TAX1BP1	protein_coding
ENSG00000106070	758.0832816	-0.864704219	0.243392201	-3.552719498	0.000381271	0.003975955	1089.459506	888.8888912	1021.805028	488.1909507	535.7135941	524.4417199	GRB10	protein_coding
ENSG00000106077	150.8982893	-0.050936903	0.410737925	-0.124013147	0.901304866	0.971471877	138.7815705	189.5967995	134.4989572	122.0477377	148.7303877	171.7342834	ABHD11	protein_coding
ENSG00000106080	566.7294615	0.579931934	0.258670345	2.24197302	0.024963116	0.114342145	461.7993024	445.6755937	484.7768171	569.5561091	735.5996566	702.9692899	FKBP14	protein_coding
ENSG00000106086	611.9601119	-0.014253387	0.279982725	-0.050908096	0.959398754	0.991158379	679.401068	499.8461078	733.9385544	488.1909507	645.1298984	625.254092	PLEKHA8	protein_coding
ENSG00000106089	653.4334728	0.976086758	0.27190878	3.589758144	0.000330985	0.003526817	399.4201296	435.8264093	405.9159177	1179.794797	717.6004377	782.0431451	STX1A	protein_coding
ENSG00000106100	164.8041331	0.033261262	0.385028704	0.086386448	0.93115922	0.982192755	158.1239496	145.2754698	169.3332195	203.4128961	159.1509882	153.5282755	NOD1	protein_coding
ENSG00000106105	4812.515897	0.55762006	0.191660801	2.909411098	0.003621104	0.0254275	3721.47375	3905.201611	4004.004928	4963.274665	6094.630252	6186.510175	GARS1	protein_coding
ENSG00000106123	1448.565947	5.662593129	0.247088067	22.91730712	3.12E-116	9.16E-113	63.82985122	57.45357561	52.25139345	3376.654075	2522.258964	2618.947822	EPHB6	protein_coding
ENSG00000106125	25.3563521	-1.518635812	0.934415315	-1.625225729	0.10411447	0.318783792	50.29018581	24.62296098	49.83234746	0	13.26258235	14.13003598	MINDY4	protein_coding
ENSG00000106144	787.57885	-0.197530268	0.247647006	-0.797628332	0.425086204	0.733076209	927.4670807	760.8494942	917.7860498	610.2386883	723.2844015	785.8473855	CASP2	protein_coding
ENSG00000106153	2331.150989	-0.836715994	0.297543761	-2.812077089	0.00492227	0.032685838	2307.545834	4275.366791	1981.682478	2278.224436	1616.140392	1527.946006	CHCHD2	protein_coding
ENSG00000106211	1319.938394	-1.007268352	0.254764464	-3.953723913	7.69E-05	0.001014529	1392.651299	2218.528784	1461.10378	1098.429639	831.2797149	917.6371442	HSPB1	protein_coding
ENSG00000106244	1606.382078	-0.098281506	0.230372497	-0.426619965	0.669656154	0.88670627	1339.459757	2014.158208	1431.591419	1667.985748	1535.143907	1649.953432	PDAP1	protein_coding
ENSG00000106245	654.6721153	0.18549402	0.280256626	0.661872022	0.508053244	0.793467902	468.0855756	659.8953542	547.1882037	1017.064481	612.4471062	623.3519718	BUD31	protein_coding
ENSG00000106246	108.6399901	-0.200351636	0.479983052	-0.417413979	0.676375631	0.890301883	106.8666449	116.548682	95.79422133	162.7303169	86.20678525	83.69329002	PTCD1	protein_coding
ENSG00000106261	1333.30556	0.305056184	0.237886853	1.282358314	0.19971698	0.479343224	1306.094153	1160.562227	1264.677245	1017.064481	1612.351082	1639.084173	ZKSCAN1	protein_coding
ENSG00000106263	5389.54215	-1.432914697	0.196108753	-7.306735036	2.74E-13	1.33E-11	7723.895558	8296.296318	7656.764378	2440.954753	3149.863307	3069.478585	EIF3B	protein_coding
ENSG00000106266	520.2831249	-1.089382111	0.336609806	-3.236335043	0.001210752	0.010393468	496.1320254	947.1632322	521.5463162	528.8735299	324.4596038	303.5240421	SNX8	protein_coding
ENSG00000106268	339.3450169	-1.005374616	0.402651134	-2.496887582	0.012528867	0.068093114	338.0080758	561.4035103	321.2493079	447.5083714	195.6230896	172.2777463	NUDT1	protein_coding
ENSG00000106290	772.1406641	-0.367302656	0.253006921	-1.451749438	0.146571288	0.395842368	822.5346737	988.2015005	824.8946837	528.8735299	714.2847921	754.0548046	TAF6	protein_coding
ENSG00000106299	935.9698177	0.478161017	0.265752628	1.799271075	0.071975811	0.248819893	774.6622853	674.6691307	947.7822202	772.9690052	1219.683912	1226.052353	WASL	protein_coding
ENSG00000106305	802.7785667	-1.222861944	0.271736096	-4.500182209	6.79E-06	0.000118369	986.4613371	1321.432239	941.4927006	650.9212676	443.8228449	472.5410109	AIMP2	protein_coding
ENSG00000106327	70.52724499	0.755391364	0.540011802	1.398842323	0.161860272	0.421601581	44.48747207	59.91587171	49.83234746	81.36515844	86.20678525	101.355835	TFR2	protein_coding
ENSG00000106330	64.09815736	-0.147853039	0.589363308	-0.250869093	0.80191532	0.941316316	57.543578	82.89730195	48.86472906	81.36515844	53.05032939	60.86784729	MOSPD3	protein_coding
ENSG00000106333	42.20566617	0.770612226	0.743383746	1.036627759	0.299909371	0.608255825	25.62865239	44.32132976	32.41521631	0	71.52321194	79.34558664	PCOLCE	protein_coding
ENSG00000106336	14.87064874	0.85551828	1.147253505	0.745709886	0.455842686	0.75725872	6.769832706	9.84918439	6.773328781	40.68257922	13.736246	11.41272137	FBXO24	protein_coding
ENSG00000106344	1073.070335	-0.159395028	0.236430513	-0.674172831	0.50020144	0.788088708	1071.567805	1127.731613	1230.810601	772.9690052	1100.320671	1135.022313	RBM28	protein_coding
ENSG00000106346	497.8098528	-0.597688155	0.272285588	-2.195078191	0.028157989	0.124903961	574.468661	552.3750912	672.9785953	366.143213	398.351134	422.542422	USP42	protein_coding
ENSG00000106348	771.3123358	-0.023382343	0.261361065	-0.089463759	0.928713354	0.981107803	749.5171924	851.1336844	658.9481286	976.3819013	685.3913091	706.5017989	IMPDH1	protein_coding
ENSG00000106351	242.4784577	1.061186024	0.339244247	3.128088489	0.001759472	0.014205605	147.9692006	174.8230229	134.9827664	366.143213	295.0924572	335.8600859	AGFG2	protein_coding
ENSG00000106355	823.7291803	-0.379196777	0.257282951	-1.473851167	0.140521668	0.385612709	800.7744972	943.8801707	902.3041555	976.3819013	711.4428101	607.591547	LSM5	protein_coding
ENSG00000106366	5881.838742	-0.442309537	0.184597795	-2.396071613	0.016571852	0.084425468	6127.665718	7394.275181	6457.885184	5166.687561	5076.727057	5067.79175	SERPINE1	protein_coding
ENSG00000106367	594.2061447	0.555699963	0.281826324	1.971781609	0.048634543	0.188645414	441.4898043	594.2341249	386.5635497	691.6038468	768.7561124	682.5894303	AP1S1	protein_coding
ENSG00000106392	625.336654	0.433398276	0.276238703	1.568926698	0.11666502	0.342313894	558.5111982	464.5531971	630.4033858	528.8735299	804.7545502	764.924063	C1GALT1	protein_coding
ENSG00000106397	713.4722047	0.491744239	0.323677311	1.519242228	0.128701536	0.363481919	583.6562911	570.4319293	522.9977437	1383.207694	588.7639234	631.7756471	PLOD3	protein_coding
ENSG00000106399	433.0628271	-0.046781221	0.28881304	-0.161977524	0.871323554	0.963399961	482.59236	440.7510015	398.6587797	488.1909507	441.4545267	346.7293444	RPA3	protein_coding
ENSG00000106400	327.1382441	-0.762256236	0.339855591	-2.242882732	0.024904378	0.114180108	297.3890796	563.045041	328.5064459	244.0954753	262.409665	267.3837577	ZNHIT1	protein_coding
ENSG00000106404	70.04254498	0.333213608	0.555895203	0.599418031	0.548894156	0.819018721	51.74086425	70.58582146	69.18471541	40.68257922	97.57471298	90.48657655	CLDN15	protein_coding
ENSG00000106415	419.882553	-0.927545035	0.327821713	-2.82941916	0.004663258	0.031220405	608.3178245	448.1378898	672.4947861	162.7303169	297.4607755	330.1537253	GLCCI1	protein_coding
ENSG00000106443	1782.193699	-0.290849826	0.21998439	-1.322138477	0.186122043	0.460966452	1915.862656	1803.221509	2203.7509	1342.525114	1695.242222	1732.559796	PHF14	protein_coding
ENSG00000106459	262.0405156	-0.522885627	0.328184328	-1.593268118	0.111100056	0.331979102	308.5109476	327.485381	313.5083607	162.7303169	232.5688547	227.439233	NRF1	protein_coding
ENSG00000106460	2441.502413	0.699897397	0.302378706	2.314638508	0.020632724	0.099325577	2134.9151	1399.404949	2327.606055	1586.62059	3622.579635	3577.888148	TMEM106B	protein_coding
ENSG00000106462	1202.891306	-0.089210148	0.228450282	-0.390501368	0.696165844	0.899866314	1301.742117	1076.84416	1348.860046	1261.159956	1086.110761	1142.630794	EZH2	protein_coding
ENSG00000106477	138.4132629	0.045728273	0.422388982	0.108261047	0.913788621	0.975888175	157.1568307	148.5585312	134.9827664	81.36515844	154.8880153	153.5282755	CEP41	protein_coding
ENSG00000106479	82.64347688	-0.165665794	0.518948588	-0.319233539	0.749549426	0.923287716	107.8337638	87.82189415	91.43993855	40.68257922	81.94381235	86.13887317	ZNF862	protein_coding
ENSG00000106484	225.9729735	-0.58800713	0.348215345	-1.688630725	0.091290219	0.292103041	324.4684104	271.6733361	267.0626777	122.0477377	186.6234802	183.9621992	MEST	protein_coding
ENSG00000106524	408.7970723	0.698879868	0.277850533	2.51530872	0.011892819	0.065406045	342.3601111	305.3247161	320.7654987	447.5083714	526.240321	510.5834154	ANKMY2	protein_coding
ENSG00000106526	37.22817775	-2.557211365	0.873752413	-2.926700204	0.003425789	0.024318441	61.41205383	45.96286049	59.99234063	40.68257922	8.525945794	6.793286528	ACTR3C	protein_coding
ENSG00000106537	1402.208995	0.594775461	0.216411011	2.748360438	0.005989413	0.038314472	1250.001253	1015.286758	1196.460148	1545.93801	1752.081861	1653.485941	TSPAN13	protein_coding
ENSG00000106541	4100.058395	1.963307501	0.193042017	10.17036361	2.69E-24	2.68E-22	1626.210528	1770.390894	1568.025613	6997.403626	6735.497177	5902.82253	AGR2	protein_coding
ENSG00000106546	868.5727035	2.565075847	0.266445487	9.627019298	6.15E-22	5.27E-20	264.0234755	233.9181293	288.3502824	1017.064481	1631.771292	1776.308561	AHR	protein_coding
ENSG00000106554	1060.822408	0.046281645	0.228781438	0.202296329	0.83968507	0.952794054	858.3180752	1166.307585	968.1022065	1220.477377	1062.901242	1088.827965	CHCHD3	protein_coding
ENSG00000106571	28.90053639	-4.43202824	0.928105694	-4.775348612	1.79E-06	3.53E-05	58.51069696	55.81204488	54.67043945	0	1.420990966	2.989046072	GLI3	protein_coding
ENSG00000106588	107.2023943	-0.347695319	0.492853506	-0.70547397	0.480515325	0.775026472	142.1664868	100.1333746	149.9808516	40.68257922	103.7323405	106.5187328	PSMA2	protein_coding
ENSG00000106591	466.6537496	-0.750372624	0.2849367	-2.633471306	0.008451698	0.050312136	466.6348972	711.6035722	522.5139345	366.143213	371.3523057	361.6745747	MRPL32	protein_coding
ENSG00000106603	890.8347646	-0.328269634	0.230898352	-1.421706268	0.15511154	0.409847792	959.8655658	958.6539473	1019.385982	854.3341637	803.3335593	749.4353697	COA1	protein_coding
ENSG00000106605	846.2570256	0.182320871	0.25299846	0.720640242	0.471130888	0.768683691	698.7434471	947.9839976	669.5919309	935.6993221	940.2223556	885.3011003	BLVRA	protein_coding
ENSG00000106608	501.4734053	-0.687337219	0.273462273	-2.513462685	0.011955242	0.065651397	597.1959565	614.753259	590.2472224	488.1909507	363.3000236	355.1530197	URGCP	protein_coding
ENSG00000106609	1727.571971	-0.257061437	0.217856964	-1.179955105	0.238018071	0.532336929	2095.746782	1787.626967	1956.524399	1220.477377	1641.244565	1663.811736	TMEM248	protein_coding
ENSG00000106615	1216.908113	-0.193120807	0.226798355	-0.851508853	0.394486748	0.706906707	1284.817536	1327.998362	1340.15148	895.0167429	1240.998777	1212.465779	RHEB	protein_coding
ENSG00000106617	825.5834767	0.750954263	0.231857985	3.238854439	0.001200108	0.010314176	674.0819137	604.0833093	626.5329123	935.6993221	1055.796287	1057.307115	PRKAG2	protein_coding
ENSG00000106628	1220.868416	-1.319390234	0.259977115	-5.075024526	3.87E-07	8.56E-06	1494.68235	2198.00965	1409.820005	813.6515844	659.3398081	749.7071012	POLD2	protein_coding
ENSG00000106635	588.6957039	-0.438802886	0.27526597	-1.594105097	0.110912498	0.33174195	592.8439212	806.8123546	569.4434268	569.5561091	482.6632647	510.8551469	BCL7B	protein_coding
ENSG00000106636	1849.016966	-0.982299283	0.228541115	-4.298129382	1.72E-05	0.000273023	2288.687014	2927.67006	2120.051909	1139.112218	1317.258625	1301.321967	YKT6	protein_coding
ENSG00000106638	572.2164537	-0.177968117	0.265341972	-0.670712272	0.502403844	0.789776472	573.0179826	650.8669351	543.3177301	650.9212676	503.5044655	511.6703413	TBL2	protein_coding
ENSG00000106665	760.3894093	1.416484386	0.242682155	5.836788386	5.32E-09	1.55E-07	390.2324995	459.6286049	391.8854509	976.3819013	1160.002292	1184.205708	CLIP2	protein_coding
ENSG00000106682	3316.846618	-0.301839889	0.206716998	-1.460159985	0.14424611	0.392235991	3302.227682	4258.130718	3227.974973	3051.193442	3110.549224	2951.003668	EIF4H	protein_coding
ENSG00000106683	625.1685506	-0.362360968	0.281960424	-1.285148331	0.198740455	0.478399697	553.1920439	741.1511254	654.5938458	813.6515844	465.6113731	522.8113312	LIMK1	protein_coding
ENSG00000106692	669.3062232	0.760011682	0.313159117	2.426918586	0.015227673	0.079101133	580.7549342	381.6558951	637.6605238	488.1909507	970.5368296	957.038206	FKTN	protein_coding
ENSG00000106701	261.937765	0.458256436	0.372219248	1.231146532	0.218268065	0.505220007	284.8165331	142.8131737	277.70648	284.7780546	291.303148	290.2092005	FSD1L	protein_coding
ENSG00000106714	381.6539575	3.644228893	0.297056725	12.26778789	1.35E-34	2.64E-32	52.22442373	59.91587171	55.63805785	650.9212676	740.8099568	730.4141675	CNTNAP3	protein_coding
ENSG00000106723	1170.519767	-0.050830231	0.249876431	-0.203421469	0.838805621	0.952794054	1458.898948	1031.702065	1316.928639	772.9690052	1200.263702	1242.35624	SPIN1	protein_coding
ENSG00000106733	129.2149669	0.810650637	0.42380789	1.91277854	0.05577641	0.208643631	88.00782517	102.5956707	97.24564893	122.0477377	194.2020986	171.1908205	NMRK1	protein_coding
ENSG00000106771	1978.580694	0.219356816	0.233723804	0.93853006	0.347972076	0.660962117	1896.520277	1653.021447	2065.381469	1545.93801	2287.321791	2423.30117	TMEM245	protein_coding
ENSG00000106772	23.96959367	-4.053713438	1.373158894	-2.952108059	0.003156125	0.022818096	33.84916353	27.08525707	40.63997269	40.68257922	0.473663655	1.086925844	PRUNE2	protein_coding
ENSG00000106780	190.5763139	0.130356151	0.362808708	0.359297194	0.719372773	0.910868422	189.0717563	191.2383302	181.9122587	162.7303169	197.0440806	221.4611408	MEGF9	protein_coding
ENSG00000106785	230.3464525	0.89033291	0.339748399	2.620565433	0.008778408	0.05177354	185.6868399	172.3607268	155.3027528	244.0954753	295.5661209	329.0667994	TRIM14	protein_coding
ENSG00000106789	12.33100299	-0.521852812	1.246159014	-0.418769039	0.675384935	0.889552094	16.44102229	22.98143024	10.15999317	0	13.26258235	11.14098991	CORO2A	protein_coding
ENSG00000106799	669.5243819	0.387188759	0.277960625	1.392962614	0.163631096	0.424930771	744.1980381	459.6286049	678.3004965	569.5561091	805.7018775	759.7611653	TGFBR1	protein_coding
ENSG00000106803	406.5467541	0.17638014	0.285728375	0.617300051	0.537036833	0.811624499	431.8186147	378.3728337	345.923577	488.1909507	424.8762987	370.09825	SEC61B	protein_coding
ENSG00000106804	208.5057921	0.596700535	0.365392416	1.633040286	0.102460524	0.314942601	153.7719143	132.1432239	194.9751071	284.7780546	244.8841098	240.4823431	C5	protein_coding
ENSG00000106829	66.83144903	4.18363004	0.620780545	6.739305977	1.59E-11	6.45E-10	4.352035311	5.745357561	8.224756377	122.0477377	130.7311688	129.8876384	TLE4	protein_coding
ENSG00000106852	14.51779877	2.285182973	1.178790993	1.938581976	0.05255226	0.199307097	9.671189579	7.386888293	4.354282788	0	33.63011952	32.06431241	LHX6	protein_coding
ENSG00000106853	368.2748425	0.963678815	0.29333765	3.28522034	0.001019026	0.009044168	265.474154	276.5979283	234.1636521	406.8257922	503.5044655	523.0830626	PTGR1	protein_coding
ENSG00000106868	216.6998317	0.084469335	0.352268458	0.239786824	0.810495522	0.944708272	222.9209198	202.7290454	232.2284154	162.7303169	245.3577734	234.2325195	SUSD1	protein_coding
ENSG00000106948	144.0971879	1.73199109	0.407660546	4.248611028	2.15E-05	0.000332679	76.40239768	68.94429073	70.636143	162.7303169	237.7791549	248.090824	AKNA	protein_coding
ENSG00000106976	439.9501846	-0.897712962	0.281557936	-3.18837741	0.001430737	0.011912243	573.5015421	521.1860073	633.7900502	284.7780546	318.3019763	308.1434769	DNM1	protein_coding
ENSG00000106991	261.3627089	0.110826708	0.337044388	0.328819326	0.742292254	0.920502753	236.4605852	226.531241	251.5807833	366.143213	230.6742001	256.7862308	ENG	protein_coding
ENSG00000106992	48.81955835	-0.483015804	0.66224163	-0.729364907	0.465778478	0.763935606	48.3559479	76.33117903	42.57520948	40.68257922	37.41942876	47.55300569	AK1	protein_coding
ENSG00000106993	90.93489059	0.354074507	0.508197451	0.696726256	0.485974124	0.778812177	63.34629175	77.15194439	70.15233381	162.7303169	81.4701487	90.75830801	CDC37L1	protein_coding
ENSG00000107020	48.92021331	0.054518783	0.642961462	0.084793237	0.932425771	0.982551865	51.25730477	50.88745268	46.92949227	40.68257922	61.10261152	42.66183939	PLGRKT	protein_coding
ENSG00000107021	249.0154911	-0.014624497	0.357488143	-0.04090904	0.967368411	0.992669425	261.6056781	240.4842522	213.8436658	366.143213	206.04369	205.9724475	TBC1D13	protein_coding
ENSG00000107036	353.7592497	0.647156826	0.289874104	2.232544462	0.025579	0.116435672	306.0931502	254.4372634	282.0607628	447.5083714	412.08738	420.3685703	RIC1	protein_coding
ENSG00000107077	216.4371067	0.446515959	0.360020092	1.24025289	0.214881871	0.500730769	195.3580295	175.6437883	209.489383	162.7303169	280.4088839	274.9922386	KDM4C	protein_coding
ENSG00000107099	7.337094852	-4.58063071	1.718226736	-2.665905852	0.007678119	0.046712275	15.95746281	12.31148049	15.48189436	0	0	0.271731461	DOCK8	protein_coding
ENSG00000107104	520.0860347	-0.969548081	0.308348601	-3.144324564	0.001664707	0.0135826	759.188382	636.0931585	778.9328098	162.7303169	387.9305336	395.6410074	KANK1	protein_coding
ENSG00000107130	585.8000044	-0.428429699	0.267409132	-1.602150592	0.109122313	0.328376918	640.2327502	677.1314268	627.9843399	650.9212676	445.7174996	472.8127423	NCS1	protein_coding
ENSG00000107140	366.3773044	-1.121638867	0.336517872	-3.333073696	0.000858922	0.007900573	410.5419976	572.8942254	424.7844764	366.143213	189.9391257	233.960788	TESK1	protein_coding
ENSG00000107164	751.8551222	-0.082059441	0.260320469	-0.315224695	0.752591056	0.923857036	766.4417742	794.5008742	822.9594469	488.1909507	839.3319971	799.7056901	FUBP3	protein_coding
ENSG00000107175	430.5622989	-0.592009978	0.352618612	-1.678896004	0.093172314	0.296090362	417.7953898	731.301941	338.1826299	406.8257922	356.6687324	332.5993084	CREB3	protein_coding
ENSG00000107185	1153.486686	0.030342651	0.225357902	0.134642056	0.892894889	0.968882259	1146.035965	1094.900998	1130.178288	1383.207694	1065.269561	1101.327612	RGP1	protein_coding
ENSG00000107186	579.520253	0.101897078	0.29860431	0.341244497	0.732919527	0.916058032	637.8149528	504.7707	648.3043262	325.4606338	653.1821806	707.5887247	MPDZ	protein_coding
ENSG00000107201	95.83312292	-0.235472242	0.479661545	-0.490913321	0.623487755	0.86273853	118.4720723	87.00112878	115.1465893	81.36515844	89.04876718	83.96502148	RIGI	protein_coding
ENSG00000107223	850.6408195	-0.274892832	0.360000356	-0.763590445	0.445111345	0.748450337	600.0973134	1271.365552	627.0167215	1383.207694	609.1314606	613.0261763	EDF1	protein_coding
